已提交的虛擬內存 [兆字節],可用虛擬內存 [兆字節],虛擬內存負載 [%],使用的物理內存 [兆字節],可用物理內存 [兆字節],物理內存負載 [%],Core VIDs (avg) [V],Core 0 VID [V],Core 1 VID [V],Core 2 VID [V],Core 3 VID [V],Core 4 VID [V],Core 5 VID [V],Core 6 VID [V],Core 7 VID [V],核心時脈 (avg) [兆赫],Core 0 時脈 [兆赫],Core 1 時脈 [兆赫],Core 2 時脈 [兆赫],Core 3 時脈 [兆赫],Core 4 時脈 [兆赫],Core 5 時脈 [兆赫],Core 6 時脈 [兆赫],Core 7 時脈 [兆赫],總線時脈 [兆赫],Ring/LLC 時脈 [兆赫],核心有效時脈 (avg) [兆赫],Core 0 T0 有效時脈 [兆赫],Core 0 T1 有效時脈 [兆赫],Core 1 T0 有效時脈 [兆赫],Core 1 T1 有效時脈 [兆赫],Core 2 T0 有效時脈 [兆赫],Core 2 T1 有效時脈 [兆赫],Core 3 T0 有效時脈 [兆赫],Core 3 T1 有效時脈 [兆赫],Core 4 T0 有效時脈 [兆赫],Core 4 T1 有效時脈 [兆赫],Core 5 T0 有效時脈 [兆赫],Core 5 T1 有效時脈 [兆赫],Core 6 T0 有效時脈 [兆赫],Core 6 T1 有效時脈 [兆赫],Core 7 T0 有效時脈 [兆赫],Core 7 T1 有效時脈 [兆赫],平均有效時脈 [兆赫],核心溫度 (avg) [℃],Core 0 [℃],Core 1 [℃],Core 2 [℃],Core 3 [℃],Core 4 [℃],Core 5 [℃],Core 6 [℃],Core 7 [℃],磁芯到 TjMAX 的距離 (avg) [℃],Core 0 到 TjMAX 的距離 [℃],Core 1 到 TjMAX 的距離 [℃],Core 2 到 TjMAX 的距離 [℃],Core 3 到 TjMAX 的距離 [℃],Core 4 到 TjMAX 的距離 [℃],Core 5 到 TjMAX 的距離 [℃],Core 6 到 TjMAX 的距離 [℃],Core 7 到 TjMAX 的距離 [℃],CPU整體 [℃],核心最大值 [℃],CPU整體 [℃]_1,CPU IA 內核 [℃],CPU GT 內核（圖形） [℃],VR VCC 溫度 (SVID) [℃],CPU整體功耗 [W],IA 內核功耗 [W],系統 Agent 能量消耗 [W],剩餘芯片功耗 [W],PL1 功率限制 [W],PL2 功率限制 [W],內存時脈 [兆赫],Tcas [T],Trcd [T],Trp [T],Tras [T],Trc [T],Trfc [T],Command Rate [T],Gear Mode [],CPU [℃],系統 [℃],MOS [℃],PCH [℃],CPU Socket [℃],T0 [℃],T1 [℃],+12V [V],VCCIO2 [V],Vcore [V],VIN3 [V],DRAM [V],VCCIO [V],VCCSA [V],VIN7 [V],+3.3V [V],CPU [RPM],系統 1 [RPM],系統 2 [RPM],系統 3 [RPM],V0 [V],V1 [V],+5V [V],DIMM[1] 溫度 (BANK 0/控制器0-ChannelA-DIMM1) [℃],DIMM[3] 溫度 (BANK 1/控制器0-ChannelB-DIMM1) [℃],讀取率 [MB/s]_17,寫入率 [MB/s]_18,讀取總數 [兆字節]_19,寫入總計 [兆字節]_20,讀取率 [MB/s]_21,寫入率 [MB/s]_22,讀取總數 [兆字節]_23,寫入總計 [兆字節]_24,GPU 溫度 [℃],GPU 內存結溫 [℃],GPU熱點溫度 [℃],GPU核心電壓 [V],GPU 線路電壓 (avg) [V],GPU PCIe +12V 輸入 電壓 [V],GPU 8-pin #1 輸入 電壓 [V],GPU 8-pin #2 輸入 電壓 [V],GPU 8-pin #3 輸入 電壓 [V],GPU Misc0 輸入 電壓 [V],GPU Misc1 輸入 電壓 [V],GPU SRAM 輸出 電壓 [V],GPU 風扇1 [RPM],GPU 風扇2 [RPM],GPU 能量消耗 [W],GPU 線路功耗 (avg) [W],GPU Core (NVVDD) 輸入 能量消耗 (sum) [W],GPU SRAM 輸入 能量消耗 (sum) [W],GPU PCIe +12V 輸入 能量消耗 [W],GPU 8-pin #1 輸入 能量消耗 [W],GPU 8-pin #2 輸入 能量消耗 [W],GPU 8-pin #3 輸入 能量消耗 [W],GPU Misc0 輸入 能量消耗 [W],GPU Misc1 輸入 能量消耗 [W],GPU Core (NVVDD2) 輸入 能量消耗 (sum) [W],GPU 輸入 PP Source 能量消耗 (sum) [W],GPU HV0 輸入 能量消耗 (sum) [W],GPU Core (NVVDD) 輸出 能量消耗 (sum) [W],GPU Core (NVVDD) 輸出 能量消耗 [W],GPU Core (NVVDD) 輸出 能量消耗 [W]_29,GPU SRAM 輸出 能量消耗 [W],GPU 時脈 [兆赫],GPU內存時脈 [兆赫],GPU Video 時脈 [兆赫],GPU 有效時脈 [兆赫],GPU 風扇1 [%],GPU 風扇2 [%],Total GPU 能量消耗 (normalized) [% of TDP] [%],Total GPU 能量消耗 [% of TDP] [%],分配的 GPU 內存 [兆字節],GPU D3D 內存專用 [兆字節],GPU D3D 內存動態 [兆字節],PCIe 鏈接速度 [GT/s],總下載量 [兆字節],總上傳 [兆字節],當前下載速度 [KB/s],當前上傳速率 [KB/s],幀率 [FPS],幀時間 [ms],Column1
23524,14004,62.6,12010,20654,36.7,1.235,1.24,1.24,1.235,1.23,1.23,1.23,1.238,1.238,4398.9,4398.9,4398.9,4398.9,4398.9,4398.9,4398.9,4398.9,4398.9,100,3699.1,2224.3,1974.2,2159.2,2414.6,2337,2356.3,2092.3,2367.7,2163,2247.1,2281.1,2312.1,2239.9,2134.9,2069.6,2295.5,2145.1,2224.3,65,67,62,66,66,65,67,64,65,35,33,38,34,34,35,33,36,35,67,67,67,67,55,52,112.7,97.306,5.736,9.689,4095.9,4095.9,1599.6,16,18,18,38,56,560,2,1,68,55,52,63,56.5,23,13.5,12,1.284,1.24,1.048,1.34,1.054,1.25,1.538,3.312,1746,2771,926,900,0.027,1.303,4.925,49,48,0,0.037,4105,632,0,0,10310,0,65.7,76,73,0.738,10.447,11.975,12.057,12.124,12.086,12.069,12.053,0.762,1539,1544,92.26,27.035,25.38,10.783,15.351,54.028,13.591,9.258,23.377,8.991,36.164,56.059,76.868,35.388,4.931,24.544,10.815,690,1250.5,990,705,50,50,33.1,26.3,10115,9961,715,16,16,3,0.368,0,285,3.5,
23528,14000,62.6,12011,20654,36.7,1.25,1.25,1.249,1.239,1.239,1.242,1.241,1.269,1.269,4400,4400,4400,4400,4400,4400,4400,4400,4400,100,3700,2201.1,1977.4,2062.1,2457.1,2138.2,2325.6,2031.3,2275.6,2256.4,2234.7,2265.8,2427.3,2147.6,2117.2,2046.2,2315,2140.6,2201.1,65,63,62,65,69,66,64,63,64,36,37,38,35,31,34,36,37,36,70,69,66,66,56,52,111.813,96.428,5.735,9.682,4095.9,4095.9,1600,16,18,18,38,56,560,2,1,67.5,55,52,62,56.5,23.5,13.5,12,1.286,1.242,1.048,1.34,1.052,1.25,1.538,3.312,1744,2733,0,888,0.036,1.311,4.93,49,48,0,0.03,4105,633,0,0,10310,0,65.3,76,72.8,0.744,10.445,11.969,12.056,12.118,12.084,12.066,12.051,0.769,1509,1510,93.903,27.971,26.387,11.438,15.691,54.952,14.021,9.728,23.807,9.532,37.826,56.57,78.703,37.981,4.959,26.274,11.69,720,1250.5,1005,694.2,49,49,33.9,27,10115,9961,715,16,16,3,1.49,0.028,285,4,
23527,14001,62.6,12010,20655,36.7,1.24,1.241,1.249,1.246,1.236,1.237,1.237,1.237,1.237,4400,4400,4400,4400,4400,4400,4400,4400,4400,100,3700,2213.2,1955,2128,2462.9,2222.6,2304.9,2081.8,2326.3,2180.9,2217,2255.4,2397.8,2133.1,2160.6,2048.7,2386.3,2150.4,2213.2,66,72,62,66,67,66,64,63,64,35,28,38,34,33,34,36,37,36,72,72,68,68,55,52,112.181,96.785,5.738,9.688,4095.9,4095.9,1600,16,18,18,38,56,560,2,1,68,54.5,52,63,56.5,23.5,13.5,12,1.286,1.242,1.048,1.34,1.052,1.25,1.538,3.312,1777,2721,907,890,0.062,1.357,4.935,49,48,0,0.031,4105,633,0,0,10310,0,64.9,76,72.3,0.744,10.447,11.972,12.057,12.122,12.086,12.068,12.052,0.769,1488,1482,94.137,27.562,26.044,11.192,15.72,54.69,13.953,9.488,23.63,9.328,37.237,56.629,78.136,36.252,4.901,25.104,11.132,735,1250.5,1005,735,49,49,34,26.8,10115,9961,715,16,16,3,1.298,1.367,287,3.5,
23524,14005,62.6,12005,20660,36.7,1.262,1.246,1.237,1.247,1.267,1.275,1.275,1.275,1.275,4400,4400,4400,4400,4400,4400,4400,4400,4400,100,3700,2202.8,2040.9,2011,2512.6,2098.2,2301.6,2007.8,2274.3,2252.4,2275.7,2228.3,2508.6,2119.9,2151.2,2045.5,2320.4,2096,2202.8,65,66,64,67,67,65,67,63,63,35,34,36,33,33,35,33,37,37,67,67,67,67,55,52,112.16,96.754,5.747,9.69,4095.9,4095.9,1600,16,18,18,38,56,560,2,1,68,54.5,52,63,56.5,23.5,13.5,12,1.284,1.242,1.048,1.34,1.052,1.25,1.538,3.312,1731,2684,0,887,0.044,1.452,4.935,49.3,48,0,0.044,4105,633,0,0,10310,0,64.5,74,71.8,0.744,10.445,11.971,12.056,12.118,12.084,12.067,12.051,0.769,1459,1466,92.123,27.455,25.049,10.754,15.274,53.961,13.475,9.075,23.312,8.966,35.802,55.982,76.505,35.202,13.272,24.285,10.904,705,1250.5,1005,721.2,48,48,33.5,26.2,10115,9961,714,16,16,3,0.499,0,286,3.5,
23529,14000,62.6,12008,20656,36.7,1.25,1.26,1.261,1.256,1.241,1.241,1.241,1.241,1.259,4398.9,4398.9,4398.9,4398.9,4398.9,4398.9,4398.9,4398.9,4398.9,100,3699.1,2216.8,2026.1,2090.7,2511.8,2127.2,2361.1,2039.3,2359.7,2208.5,2269.1,2206.2,2390.3,2112.2,2161.6,2115.7,2360.2,2130.1,2216.8,65,66,64,65,68,66,67,63,64,35,34,36,35,32,34,33,37,36,67,68,66,66,55,52,112.703,97.271,5.758,9.703,4095.9,4095.9,1599.6,16,18,18,38,56,560,2,1,67.5,54.5,52,64,57,23,13.5,12,1.286,1.238,1.048,1.34,1.052,1.25,1.54,3.316,1767,2684,0,875,0.035,1.308,4.925,49.3,48,0,0.043,4105,633,0.087,0,10311,0,64.1,74,71.5,0.744,10.445,11.97,12.056,12.118,12.085,12.067,12.051,0.769,1444,1445,91.807,26.944,24.954,10.848,15.31,54.095,13.427,9.04,23.361,9.038,35.802,56.069,76.554,35.43,4.815,24.66,10.751,675,1250.5,1005,690,48,48,33.4,26.2,10115,9961,714,16,16,3,0.515,0,285,3.5,
23525,14004,62.6,12003,20662,36.7,1.245,1.238,1.243,1.268,1.254,1.238,1.238,1.238,1.24,4398.9,4398.9,4398.9,4398.9,4398.9,4398.9,4398.9,4398.9,4398.9,100,3699.1,2207.5,1990,2090.1,2441.7,2132.1,2302.2,2063.6,2284.1,2178.4,2256.3,2298.2,2361.7,2192,2185.5,2080.1,2316.9,2146.9,2207.5,65,66,62,69,65,66,65,64,64,35,34,38,31,35,34,35,36,36,71,69,69,69,55,52,112.143,96.728,5.752,9.695,4095.9,4095.9,1599.6,16,18,18,38,56,560,2,1,67.5,54.5,52.5,64,57,23,13.5,12,1.284,1.24,1.05,1.34,1.052,1.25,1.54,3.316,1759,2678,0,873,0.037,1.307,4.925,49.3,48,0,0.059,4105,633,0.209,0,10311,0,63.8,74,71.1,0.744,10.449,11.98,12.058,12.126,12.088,12.07,12.052,0.769,1422,1422,91.392,26.697,24.722,10.769,15.094,53.997,13.339,8.921,23.368,8.979,35.49,55.856,76.253,34.462,4.758,23.901,10.545,660,1250.5,1005,675,47,47,33.3,26.1,10115,9961,714,16,16,3,1.211,0,289,3.5,
23531,13998,62.7,12007,20657,36.7,1.243,1.259,1.246,1.241,1.237,1.236,1.236,1.236,1.251,4400,4400,4400,4400,4400,4400,4400,4400,4400,100,3700,2205.1,2023,2080.4,2469.4,2143.7,2293,2011,2355.6,2196.3,2278.7,2248.8,2365.6,2135.6,2181.6,2056.6,2317.5,2124.8,2205.1,65,66,62,66,68,66,66,63,65,35,34,38,34,32,34,34,37,35,68,68,68,68,55,52,112.105,96.691,5.751,9.694,4095.9,4095.9,1600,16,18,18,38,56,560,2,1,68,54.5,52.5,63,57,23,13.5,12,1.284,1.24,1.048,1.34,1.052,1.25,1.538,3.312,1756,2660,0,870,0.051,1.053,4.925,49.3,48,0,0.035,4105,633,0,0,10311,0,63.4,74,70.8,0.744,10.447,11.974,12.056,12.119,12.087,12.071,12.052,0.769,1404,1411,91.043,27.37,24.593,10.718,15.159,53.76,13.246,8.896,23.321,8.943,35.312,55.751,75.902,35.524,13.911,24.606,10.902,660,1250.5,1005,660,47,47,32.8,26,10115,9961,714,16,16,3,0.957,0,287,3.5,
23529,14000,62.6,12003,20661,36.7,1.251,1.246,1.241,1.241,1.266,1.271,1.244,1.249,1.249,4400,4400,4400,4400,4400,4400,4400,4400,4400,100,3700,2215.7,2021.3,2091.2,2481.7,2165.3,2344.6,2070.1,2342.7,2202.1,2276.7,2234.9,2457.7,2110.2,2163.5,2072.2,2307.1,2110.1,2215.7,65,66,63,68,67,64,64,64,65,35,34,37,32,33,36,36,36,35,68,68,67,67,55,52,112.427,97.005,5.757,9.695,4095.9,4095.9,1600,16,18,18,38,56,560,2,1,68,54,52.5,63,57,23.5,13.5,12,1.284,1.238,1.046,1.34,1.054,1.25,1.54,3.316,1741,2684,0,868,0.031,1.304,4.93,49.3,48,0,0.041,4105,633,0,0,10311,0,63.1,72,70.4,0.744,10.444,11.969,12.055,12.115,12.085,12.068,12.052,0.769,1385,1388,90.668,26.122,23.823,10.546,14.937,53.319,12.89,8.544,23.182,8.786,34.369,55.34,74.762,33.331,4.686,22.998,10.32,660,1250.5,1005,660,46,46,33.1,25.6,10115,9961,714,16,16,3,0.469,0,291,3.3,
23531,13997,62.7,12018,20647,36.7,1.248,1.236,1.236,1.236,1.241,1.255,1.259,1.264,1.257,4400,4400,4400,4400,4400,4400,4400,4400,4400,100,3700,2401,2164.7,2264.5,2608.9,2355.7,2549.4,2241.7,2466.1,2457.9,2506.4,2416.5,2596.8,2351.6,2333,2283.7,2523.1,2296.5,2401,66,67,65,70,68,66,65,64,66,34,33,35,30,32,34,35,36,34,70,70,70,70,56,52,115.623,100.172,5.771,9.711,4095.9,4095.9,1600,16,18,18,38,56,560,2,1,68.5,54.5,52.5,64,57,23.5,13.5,12,1.284,1.236,1.046,1.34,1.052,1.25,1.538,3.312,1780,2654,0,865,0.023,1.358,4.93,49.3,48,0,0.066,4105,633,0,0,10311,0,62.7,72,70,0.744,10.443,11.968,12.054,12.113,12.084,12.066,12.05,0.769,1378,1375,88.745,25.769,23.108,10.338,14.768,53.048,12.585,8.205,23.191,8.616,33.445,55.174,73.844,32.791,4.643,22.491,10.29,615,1250.5,1005,636.6,46,46,32.7,25.3,10115,9961,714,16,16,3,0.632,1.451,311,2.8,
23531,13998,62.7,12014,20651,36.7,1.242,1.24,1.239,1.239,1.239,1.239,1.244,1.245,1.25,4398.9,4398.9,4398.9,4398.9,4398.9,4398.9,4398.9,4398.9,4398.9,100,3699.1,2329.4,2134.2,2223.4,2575.9,2285.8,2446,2232.4,2403.7,2298.6,2356.5,2381.3,2522,2301.8,2245.7,2191.1,2472.4,2200.5,2329.4,67,67,64,69,68,68,68,64,65,33,33,36,31,32,32,32,36,35,69,69,70,70,55,52,114.027,98.604,5.759,9.695,4095.9,4095.9,1599.6,16,18,18,38,56,560,2,1,68,54,52.5,63,57,23,13.5,12,1.286,1.24,1.048,1.34,1.054,1.25,1.54,3.312,1777,2643,0,861,0.052,1.163,4.93,49.3,48.3,0,0.003,4105,633,0.283,0,10312,0,62.5,72,69.8,0.744,10.446,11.971,12.055,12.116,12.09,12.072,12.053,0.769,1353,1358,89.382,25.991,23.318,10.563,14.808,53.283,12.637,8.342,23.359,8.81,33.88,55.209,74.273,33.381,4.628,22.887,10.485,600,1250.5,1005,603.6,45,45,32.7,25.5,10115,9961,714,16,16,3,0.712,12.736,307,3.3,
23534,13995,62.7,12016,20648,36.7,1.249,1.261,1.246,1.246,1.246,1.246,1.241,1.257,1.252,4400,4400,4400,4400,4400,4400,4400,4400,4400,100,3700,2357.4,2130,2261.6,2607.1,2298.9,2537,2219.4,2463.8,2322.3,2375.1,2404.3,2544.1,2352.5,2250.7,2216.8,2450.1,2284.7,2357.4,65,65,63,66,68,66,65,63,64,35,35,37,34,32,34,35,37,36,68,68,67,67,56,52,114.588,99.156,5.762,9.702,4095.9,4095.9,1600,16,18,18,38,56,560,2,1,68.5,54.5,52.5,63,57,23.5,13.5,12,1.286,1.24,1.05,1.34,1.052,1.25,1.54,3.316,1780,2666,0,863,0.032,1.304,4.925,49.5,48.3,0,0.073,4105,633,0.247,0,10312,0,62.2,72,69.5,0.744,10.447,11.974,12.055,12.117,12.089,12.071,12.052,0.769,1348,1343,88.569,25.864,22.828,10.254,14.727,53.079,12.396,8.148,23.261,8.545,33.082,55.277,73.627,32.73,7.294,22.41,10.311,585,1250.5,1005,585,45,45,32.8,25.2,10115,9961,714,16,16,3,0.529,0,318,3.4,
23529,13999,62.6,12012,20652,36.7,1.239,1.26,1.241,1.241,1.241,1.236,1.231,1.231,1.231,4400,4400,4400,4400,4400,4400,4400,4400,4400,100,3700,2340.3,2124.4,2193.6,2628.7,2230.5,2441.9,2187.9,2447.8,2324.1,2370.3,2422.5,2523.4,2324.5,2255.1,2239.2,2456.1,2275.3,2340.3,65,65,62,66,66,64,65,66,67,35,35,38,34,34,36,35,34,33,67,67,66,66,55,52,114.275,98.849,5.755,9.701,4095.9,4095.9,1600,16,18,18,38,56,560,2,1,68,54,52.5,63,57,23.5,13.5,12,1.286,1.24,1.048,1.34,1.052,1.25,1.54,3.316,1780,2666,869,862,0.035,1.312,4.935,49.5,48.3,0,0.033,4105,633,0,0,10312,0,62,72,69.5,0.744,10.445,11.971,12.055,12.116,12.085,12.069,12.051,0.769,1326,1325,88.972,26.122,23.516,10.478,14.892,53.319,12.733,8.435,23.377,8.737,33.995,55.402,74.496,33.95,4.556,23.463,10.473,615,1250.5,1005,570,44,44,33,25.5,10115,9961,715,16,16,3,1.037,0.03,301,3.8,
23531,13998,62.7,12016,20648,36.7,1.245,1.259,1.24,1.245,1.24,1.251,1.244,1.24,1.24,4400,4400,4400,4400,4400,4400,4400,4400,4400,100,3700,2224.5,2004.3,2094.5,2492.1,2172,2317.8,2069.2,2326.8,2202.6,2310.6,2289.3,2353,2244.1,2163.2,2098.1,2328.2,2126.3,2224.5,64,65,61,67,64,64,68,63,63,36,35,39,33,36,36,32,37,37,68,68,69,69,55,52,112.276,96.886,5.737,9.685,4095.9,4095.9,1600,16,18,18,38,56,560,2,1,67,54.5,52.5,62,57,23.5,13.5,12,1.284,1.24,1.048,1.34,1.054,1.25,1.538,3.316,1775,2654,926,862,0.031,1.308,4.935,49.5,48.3,0,0.027,4105,633,0,0,10312,0,61.8,72,69.2,0.744,10.445,11.97,12.055,12.114,12.086,12.069,12.051,0.769,1312,1310,89.479,26.223,23.855,10.533,15.022,53.474,12.89,8.581,23.51,8.773,34.388,55.588,74.955,33.627,4.542,23.298,10.314,630,1250.5,1005,623.4,44,44,33,25.7,10115,9961,715,16,16,3,0.895,0,291,3.8,
23531,13998,62.7,12015,20649,36.7,1.243,1.253,1.231,1.236,1.236,1.236,1.246,1.25,1.256,4400,4400,4400,4400,4400,4400,4400,4400,4400,100,3700,2205.8,2000.9,2132,2491.4,2115,2323.4,2071.9,2335.8,2171,2244.3,2241.5,2371.3,2161.1,2142.2,2096.9,2282.6,2110.8,2205.8,65,66,63,66,68,64,65,63,63,35,34,37,34,32,36,35,37,37,68,68,66,66,54,52,111.88,96.481,5.741,9.687,4095.9,4095.9,1600,16,18,18,38,56,560,2,1,67.5,54,52.5,63,57,23.5,13.5,12,1.286,1.242,1.05,1.34,1.054,1.25,1.54,3.316,1731,2597,921,855,0.078,1.106,4.935,49.5,48.3,0,0.001,4105,633,0,0,10312,0,61.6,72,68.9,0.744,10.445,11.971,12.055,12.115,12.086,12.07,12.052,0.769,1309,1306,89.723,26.106,23.724,10.565,14.892,53.464,12.842,8.509,23.536,8.81,34.288,55.419,74.81,33.114,4.514,22.818,10.284,645,1250.5,1005,630,44,44,33.1,25.6,10115,9961,715,16,16,3,1.201,0.06,290,3.5,
23517,14012,62.6,12004,20661,36.7,1.257,1.249,1.263,1.263,1.263,1.248,1.255,1.255,1.256,4398.9,4398.9,4398.9,4398.9,4398.9,4398.9,4398.9,4398.9,4398.9,100,3699.1,2202.6,1992.5,2065.3,2490.3,2145.7,2357.5,2067,2307.7,2189.9,2239.2,2210.9,2399,2130.6,2121.4,2064.9,2317.3,2142.7,2202.6,65,65,62,66,70,65,69,63,63,35,35,38,34,30,35,31,37,37,70,70,67,67,55,52,112.08,96.682,5.747,9.682,4095.9,4095.9,1599.6,16,18,18,38,56,560,2,1,67.5,54,52.5,62,57,23,13.5,12,1.284,1.242,1.048,1.34,1.052,1.25,1.54,3.316,1772,2608,900,846,0.036,1.311,4.93,49.5,48.3,0,0.004,4105,633,0,0,10312,0,61.3,72,68.7,0.744,10.444,11.967,12.054,12.111,12.087,12.07,12.051,0.769,1286,1292,89.496,26.182,23.728,10.414,14.923,53.208,12.801,8.557,23.5,8.677,34.143,55.345,74.562,34.201,4.484,23.559,10.63,645,1250.5,1005,645,44,44,32.8,25.6,10115,9961,715,16,16,3,0.561,1.638,288,3.9,
23518,14010,62.6,12005,20659,36.7,1.245,1.255,1.245,1.245,1.245,1.235,1.235,1.24,1.259,4400,4400,4400,4400,4400,4400,4400,4400,4400,100,3700,2204.5,1981.1,2158.3,2487.8,2149.8,2333.9,2033.5,2350,2141.5,2232.9,2234.5,2410.6,2124,2119.4,2060.9,2318,2135.7,2204.5,64,65,62,67,65,64,66,63,63,36,35,38,33,35,36,34,37,37,65,67,66,66,55,52,111.971,96.581,5.743,9.68,4095.9,4095.9,1600,16,18,18,38,56,560,2,1,67.5,54,52.5,64,57,23,13.5,12,1.286,1.242,1.048,1.34,1.054,1.25,1.54,3.316,1764,2620,894,841,0.032,1.307,4.93,49.5,48.3,0,0.007,4105,633,0.245,0,10313,0,61.1,70,68.5,0.744,10.445,11.971,12.055,12.114,12.086,12.07,12.051,0.769,1277,1273,89.249,25.955,23.559,10.464,14.76,53.223,12.732,8.472,23.392,8.713,34.022,55.176,74.43,32.965,4.456,22.554,10.403,645,1250.5,1005,645,43,43,32.5,25.5,10115,9961,715,16,16,3,0.597,0.472,290,3.5,
23517,14012,62.6,12000,20664,36.7,1.244,1.242,1.257,1.244,1.244,1.244,1.247,1.237,1.237,4398.9,4398.9,4398.9,4398.9,4398.9,4398.9,4398.9,4398.9,4398.9,100,3699.1,2205.6,1963.1,2109.9,2546.5,2137.9,2330.9,2079.9,2277.9,2260.4,2217.8,2203.8,2351.2,2123.6,2138.8,2106.6,2314.3,2127.2,2205.6,65,63,61,67,65,67,65,64,64,36,37,39,33,35,33,35,36,36,68,67,69,69,55,52,112.017,96.621,5.742,9.683,4095.9,4095.9,1599.6,16,18,18,38,56,560,2,1,67,53.5,52.5,64,57,23,13.5,12,1.286,1.242,1.05,1.34,1.054,1.25,1.54,3.316,1739,2608,0,843,0.034,1.105,4.93,49.5,48.3,0,0.027,4105,634,0,0,10313,0,61,70,68.3,0.744,10.448,11.974,12.056,12.117,12.091,12.076,12.053,0.769,1275,1269,89.366,26.617,24.139,10.865,15.195,54.133,12.929,8.802,23.922,9.064,35.004,56.05,75.86,34.43,4.442,23.67,10.749,705,1250.5,1005,645,43,43,33.2,26,10115,9960,698,16,16,3,0.824,0.03,288,3.9,
23522,14007,62.6,12005,20660,36.7,1.258,1.257,1.234,1.246,1.261,1.266,1.266,1.266,1.266,4398.9,4398.9,4398.9,4398.9,4398.9,4398.9,4398.9,4398.9,4398.9,100,3699.1,2208.1,2012.2,2075.6,2431.7,2226.4,2332.8,2059.8,2343.1,2129.5,2252.9,2250,2379.3,2148,2123.3,2066.7,2377.1,2120.7,2208.1,65,64,63,71,66,64,65,63,65,35,36,37,29,34,36,35,37,35,65,71,69,69,55,52,111.996,96.591,5.748,9.687,4095.9,4095.9,1599.6,16,18,18,38,56,560,2,1,67,53.5,52.5,63,57,23.5,13.5,12,1.284,1.242,1.05,1.34,1.054,1.25,1.538,3.312,1724,2608,854,843,0.032,1.303,4.925,49.5,48.3,0,0.062,4105,634,0,0,10313,0,60.8,70,68.2,0.744,10.446,11.973,12.056,12.115,12.087,12.072,12.051,0.769,1254,1259,91.021,26.646,24.424,10.778,15.218,53.843,13.121,8.86,23.746,8.99,35.201,55.842,75.824,34.708,4.427,23.652,11.05,750,1250.5,1005,733.8,43,43,33.3,26,10115,9961,714,16,16,3,1.85,0,289,3.6,
23516,14012,62.6,12000,20665,36.7,1.251,1.26,1.237,1.246,1.246,1.246,1.254,1.261,1.256,4400,4400,4400,4400,4400,4400,4400,4400,4400,100,3700,2219.2,2040.6,2070.9,2439.1,2178.5,2307.3,2117.1,2304.8,2198.5,2263.1,2254.8,2380.3,2185,2165.8,2084,2417.8,2100.1,2219.2,65,65,62,68,66,65,65,64,64,35,35,38,32,34,35,35,36,36,68,68,66,66,55,52,112.131,96.727,5.75,9.686,4095.9,4095.9,1600,16,18,18,38,56,560,2,1,67,53.5,52.5,64,57,23,13.5,12,1.286,1.242,1.048,1.34,1.052,1.25,1.54,3.316,1767,2575,906,834,0.036,1.308,4.92,49.5,48.3,0,0.034,4105,634,0,0,10313,0,60.6,70,67.9,0.744,10.446,11.97,12.056,12.114,12.088,12.073,12.052,0.769,1241,1242,90.232,25.993,23.627,10.222,14.747,52.865,12.816,8.449,23.458,8.521,33.849,55.039,74.128,33.89,4.399,23.316,10.563,735,1250.5,1005,750,42,42,32.7,25.4,10115,9961,714,16,16,3,0.295,0,290,3.8,
23520,14009,62.6,12003,20661,36.7,1.259,1.258,1.263,1.263,1.253,1.255,1.26,1.265,1.257,4398.9,4398.9,4398.9,4398.9,4398.9,4398.9,4398.9,4398.9,4398.9,100,3699.1,2229.9,2062.8,2149.5,2453.1,2140.7,2364.4,2081.2,2334,2147.1,2276.8,2336.1,2396.9,2198.6,2137.9,2097,2362.7,2139.8,2229.9,65,72,64,66,68,64,64,62,63,35,28,36,34,32,36,36,38,37,72,72,70,70,55,52,112.777,97.375,5.744,9.688,4095.9,4095.9,1599.6,16,18,18,38,56,560,2,1,68,53.5,52.5,63,57,23,13.5,12,1.284,1.238,1.05,1.34,1.054,1.25,1.54,3.312,1769,2575,905,835,0.076,1.104,4.93,49.5,48.3,0,0.046,4105,634,0,0,10313,0,60.3,70,67.7,0.744,10.447,11.978,12.057,12.117,12.085,12.071,12.051,0.769,1239,1237,88.797,25.951,23.605,10.357,14.745,53.11,12.748,8.496,23.527,8.629,33.961,55.144,74.351,33.107,4.384,22.629,10.47,705,1250.5,1005,715.2,42,42,32.5,25.3,10115,9961,714,16,16,3,0.318,0,292,3.7,
