Average Effective Clock,CPU Overall Power Consumption,GPU Power,GPU Effective Clock,FPS
2901.8,126.708,341.113,1906.3,136
2926.4,127.43,339.556,1903.7,133
2970.5,128.53,340.492,1905.1,134
3632.6,147.027,322.559,1914.6,107
3452.1,143.671,337.666,1916.3,130
2827.8,127.146,341.798,1901.9,134
2734.3,123.854,340.659,1900.9,135
2752.1,123.738,342.479,1903.3,133
2777.5,124.883,342.847,1896.7,129
2789.8,125.216,346.038,1898.4,130
2774.1,124.621,345.813,1896.5,130
2765.1,124.263,345.144,1900.2,128
2839.3,126.308,339.983,1900.9,128
2934.7,129.409,346.249,1916.5,131
2848.9,126.576,339.718,1903.0,131
2860.1,127.437,341.626,1901.2,130
2763.5,124.967,344.269,1898.8,131
2794.1,125.461,343.261,1898.4,130
2801.5,125.492,346.143,1896.4,131
2787.2,124.984,346.53,1900.6,130
2793.1,125.416,347.082,1900.8,130
2750.1,123.773,344.89,1898.1,129
2757.3,124.372,343.533,1899.8,130
2771.7,124.672,342.499,1900.5,130
2797.0,125.344,340.871,1900.4,130
2798.9,125.486,342.214,1900.7,130
2777.7,124.399,343.019,1900.7,131
2804.1,125.666,342.977,1901.2,130
2789.6,124.946,341.74,1900.5,130
2790.1,125.218,342.529,1900.6,128
2801.1,125.857,346.009,1900.4,130
2757.6,124.798,345.717,1900.4,129
2780.3,125.321,344.335,1901.0,128
2800.3,125.502,344.731,1900.2,131
2781.0,125.239,343.393,1900.4,130
2791.3,125.716,343.209,1900.5,130
2797.0,125.758,341.941,1901.3,131
2805.3,126.062,342.878,1901.1,131
2767.1,124.666,342.66,1900.8,129
2795.9,126.089,342.276,1900.5,129
2800.7,126.18,340.14,1900.2,126
2928.1,130.191,341.793,1906.0,129
2814.6,126.53,344.513,1913.3,131
2819.2,126.642,339.968,1908.8,132
2817.0,126.681,343.958,1911.2,132
2822.2,126.12,339.781,1904.8,134
2806.6,125.31,342.95,1909.7,133
2805.6,125.236,341.689,1910.5,133
2831.3,126.245,344.199,1911.1,129
2830.1,126.42,342.729,1908.2,128
2832.4,126.266,344.84,1900.7,134
2846.3,126.068,344.516,1900.3,137
2835.6,125.896,345.245,1900.4,134
2815.3,125.569,343.622,1900.8,134
2820.6,125.999,345.547,1900.5,133
2846.8,126.64,342.897,1900.6,133
2844.5,126.845,343.721,1901.7,133
2817.7,126.081,343.665,1900.8,134
2814.3,125.591,342.47,1900.8,137
2798.5,125.638,340.397,1900.9,135
2824.5,126.373,340.7,1906.4,135
2748.6,124.545,344.067,1900.1,132
2741.5,124.247,341.365,1904.4,134
2763.9,124.871,340.241,1901.8,133
2779.8,125.268,340.107,1902.2,134
2800.3,125.768,341.615,1906.2,133
2784.7,125.137,341.185,1902.3,140
2773.9,124.214,345.11,1911.2,143
2780.6,124.495,343.389,1916.6,141
2803.1,125.515,345.972,1914.0,141
2843.4,125.283,341.558,1914.9,172
2807.7,126.574,338.776,1916.6,132
2825.0,126.925,343.924,1912.2,127
2775.3,125.726,344.319,1910.7,129
2770.4,125.638,343.071,1911.1,129
2776.0,125.476,345.562,1913.0,129
2811.1,125.697,341.975,1910.5,129
2802.3,124.569,345.261,1911.3,147
2762.1,124.226,344.519,1900.0,140
2796.9,125.728,342.131,1901.0,133
2831.7,126.99,341.953,1908.6,127
2822.1,126.128,339.437,1916.8,137
2831.3,126.852,341.225,1903.6,130
2833.5,126.96,339.356,1904.5,130
2828.9,126.575,340.951,1905.8,130
2810.0,126.284,341.226,1904.9,129
2797.1,125.751,339.749,1900.7,130
2815.4,126.286,342.46,1900.7,128
2798.9,125.882,342.223,1900.8,128
2784.5,125.551,341.818,1901.1,128
2790.4,125.559,342.005,1900.8,128
2807.5,126.061,341.705,1900.9,129
2852.0,127.24,345.837,1900.6,130
2827.0,125.85,342.525,1901.3,143
2841.2,126.651,346.081,1898.6,132
2854.1,126.584,343.599,1896.5,132
2832.9,126.416,345.187,1899.4,130
2820.6,126.627,344.158,1900.9,125
2755.7,124.924,343.991,1900.7,127
2785.1,125.378,340.819,1904.9,136
2884.4,127.436,345.632,1916.8,135
2889.0,128.918,344.751,1903.5,121
2755.7,125.351,344.761,1901.1,125
2765.9,124.856,340.981,1901.0,127
2760.8,124.961,342.234,1900.9,127
2690.4,123.481,342.627,1900.9,126
2708.2,123.938,341.604,1900.6,127
2731.6,124.165,343.47,1900.9,127
2733.7,124.626,343.553,1898.8,124
2735.6,124.531,341.435,1900.4,126
2691.4,123.594,343.079,1900.3,122
2624.0,122.126,342.895,1885.7,121
2651.5,123.165,341.621,1885.7,122
2956.9,131.866,344.135,1899.3,122
2941.2,131.743,345.151,1899.8,124
2911.7,129.94,342.907,1900.7,124
2871.3,128.175,340.551,1902.0,126
2728.9,124.384,340.594,1901.3,127
2658.2,122.575,341.762,1904.6,130
2764.6,126.617,342.442,1897.2,124
2872.3,130.311,343.3,1897.1,120
2830.5,129.195,341.608,1900.9,121
2645.4,123.883,342.906,1880.6,121
2624.5,122.346,341.502,1886.8,127
2688.7,124.009,343.764,1900.7,126
2717.2,123.703,342.848,1901.0,129
2732.1,124.587,343.416,1894.2,132
2703.7,122.66,343.053,1892.8,147
2852.8,127.93,341.316,1900.3,126
2937.6,129.948,343.267,1900.3,126
2846.6,127.541,346.903,1899.2,126
2868.0,129.285,346.025,1898.6,118
2840.9,128.59,342.44,1901.9,122
2761.8,126.503,340.282,1907.1,121
2688.2,124.201,344.141,1900.4,120
2632.7,123.361,344.421,1888.7,120
2594.8,122.267,338.999,1899.6,118
2668.5,124.71,340.69,1901.5,118
2671.5,124.283,346.014,1899.1,125
2634.8,123.207,342.479,1883.2,117
2660.9,124.125,340.906,1904.3,124
2793.8,127.902,341.436,1890.0,119
2723.7,125.961,340.98,1889.9,120
2623.1,122.948,342.765,1892.7,120
2653.9,123.246,343.503,1890.6,126
2710.1,124.103,344.895,1898.3,133
2757.0,124.662,339.579,1903.1,137
3009.5,132.023,340.463,1905.6,126
2783.7,126.115,344.42,1892.5,124
2786.1,125.38,341.818,1900.7,130
2897.9,128.797,339.501,1901.1,127
3242.8,140.37,341.029,1920.2,124
2861.4,127.099,339.904,1901.9,136
2784.5,125.792,347.603,1900.3,131
2771.8,125.004,342.108,1905.3,133
2979.5,130.948,342.686,1909.9,141
2946.5,130.617,342.077,1916.7,134
3205.8,138.166,342.161,1913.1,131
3033.9,132.424,337.475,1916.6,136
2916.6,128.61,343.459,1917.0,144
3013.0,131.043,336.594,1917.2,140
3049.2,132.311,337.259,1918.7,138
2985.9,132.028,339.903,1916.5,134
2956.8,131.168,340.444,1916.7,139
3005.6,131.47,337.453,1918.8,135
2941.8,130.79,342.74,1918.5,140
2939.5,129.842,338.75,1916.5,143
2798.0,125.324,339.675,1916.3,151
2779.3,124.896,339.487,1917.1,155
2705.8,123.24,340.417,1916.5,154
2693.2,123.303,340.21,1916.5,154
2824.2,126.373,340.292,1921.6,152
2839.6,126.561,339.156,1923.6,159
2767.3,124.821,339.279,1917.1,158
2772.6,125.455,340.353,1916.3,156
2744.9,124.618,340.414,1916.2,157
2769.7,124.848,339.189,1916.1,157
2788.1,125.792,336.125,1916.0,151
3081.2,135.075,340.203,1925.7,144
3076.5,136.358,345.648,1898.3,143
2842.2,128.016,341.166,1904.1,137
2856.4,127.996,345.733,1916.4,141
2834.3,127.705,339.377,1905.8,137
2749.0,124.914,345.612,1914.9,147
2738.5,124.703,340.614,1908.4,151
2718.5,124.729,341.398,1901.3,141
2872.2,129.022,342.733,1907.7,143
2793.7,126.645,342.573,1901.3,143
2837.2,127.69,342.851,1899.8,145
2789.3,126.377,340.743,1900.9,148
2818.2,127.159,345.579,1900.4,148
2751.7,125.187,345.827,1895.5,148
2771.4,125.288,343.489,1900.5,150
2700.8,124.764,342.956,1893.9,152
2755.8,126.101,343.971,1895.2,147
2773.9,126.78,343.64,1891.2,129
2866.6,129.267,342.355,1883.8,132
2864.0,128.721,343.915,1890.7,138
2896.9,128.887,346.88,1898.9,143
2852.0,128.202,344.63,1900.1,147
2867.3,128.919,340.752,1886.5,131
2960.4,131.47,340.445,1900.3,132
2817.0,126.805,338.134,1901.2,151
2736.9,124.261,342.491,1912.5,158
2768.2,125.456,345.277,1916.5,151
2809.4,126.674,345.603,1916.1,148
2791.1,126.505,345.38,1899.6,141
2737.2,125.473,343.987,1899.8,140
2823.9,127.833,341.13,1886.0,139
2824.4,127.37,344.529,1894.3,149
2632.4,122.656,344.249,1872.0,161
2719.6,125.034,343.436,1888.7,138
2788.7,127.716,343.912,1885.5,135
2850.1,129.311,344.947,1892.3,137
2876.4,127.464,339.618,1916.2,158
2876.0,128.141,343.101,1912.7,142
2837.1,127.258,341.27,1900.7,141
2795.3,125.974,340.172,1900.9,145
2748.6,125.113,339.765,1900.5,143
2723.1,124.627,340.532,1900.8,144
2720.2,124.568,340.334,1900.6,144
2483.0,120.776,264.991,1060.1,134
2822.3,126.989,346.693,1928.3,148
2810.3,126.538,346.429,1925.0,149
2883.2,128.224,344.025,1928.2,149
3003.4,131.402,348.712,1929.1,151
2814.2,125.808,347.312,1924.5,152
2781.7,130.203,348.561,1920.2,152
2903.9,128.67,345.956,1925.6,150
2983.3,129.681,345.844,1933.3,150
3053.5,132.47,345.988,1934.7,145
3058.9,133.97,344.028,1930.6,138
3042.0,134.923,343.589,1932.8,139
2889.2,129.816,349.047,1923.4,150
2748.6,124.73,347.823,1906.8,163
2696.4,125.42,341.674,1909.4,160
3017.6,131.895,333.258,1937.4,178
2981.2,132.008,334.466,1941.0,158
3059.2,133.825,343.196,1938.4,148
3006.3,133.395,345.412,1933.1,152
2909.4,132.537,344.722,1913.7,153
2906.3,132.55,347.57,1912.5,154
2923.1,132.526,346.249,1909.6,155
1925.8,106.729,328.651,1836.2,155
2925.7,132.293,346.05,1915.5,154
2914.3,132.072,346.033,1911.7,154
2902.9,132.304,345.325,1912.7,153
2973.3,132.878,345.737,1913.6,148
3050.3,133.444,345.937,1923.2,141
2823.0,126.743,347.058,1911.8,149
2737.5,125.235,346.486,1910.0,145
2876.1,127.703,344.776,1909.6,148
2978.6,131.941,342.37,1925.3,144
2676.6,122.756,347.533,1908.5,156
2734.7,124.537,346.684,1907.8,157
2909.7,129.471,347.604,1919.9,150
2984.8,131.401,347.648,1918.1,147
2720.5,123.885,348.717,1891.9,153
2670.9,124.049,332.27,1915.1,125
2773.3,124.952,345.053,1911.5,158
2843.7,126.025,344.004,1908.7,158
2695.9,123.874,346.774,1916.3,143
2665.8,122.511,345.77,1910.2,147
2734.0,123.254,347.285,1906.4,163
2766.5,125.152,345.649,1912.2,135
2979.7,130.836,346.997,1909.8,131
2904.7,131.233,344.45,1921.5,110
2966.1,133.789,348.998,1896.8,138
3101.0,134.74,346.688,1883.5,141
2893.3,128.108,348.232,1881.8,149
2807.3,126.428,347.058,1878.4,134
2953.2,132.9,342.964,1912.8,121
2912.5,132.953,348.758,1914.2,118
2854.9,128.622,347.944,1884.3,142
2751.3,124.936,344.408,1876.6,138
2735.7,124.751,346.235,1880.5,134
2875.7,128.949,346.666,1901.1,128
2885.6,129.907,347.553,1898.7,130
3007.9,135.6,341.232,1922.2,108
2993.8,131.68,347.006,1905.3,126
2930.9,131.59,343.701,1915.0,112
2943.7,133.966,346.167,1919.7,113
2978.1,134.425,344.46,1914.3,113
2992.6,134.562,347.183,1912.1,112
2934.5,133.672,347.763,1908.5,115
2925.6,132.884,348.38,1906.8,117
2906.1,130.736,348.443,1905.2,123
2928.0,131.205,345.294,1897.5,124
2917.1,132.043,346.093,1898.9,120
2907.5,131.832,347.969,1906.7,121
2890.1,131.048,348.428,1906.7,120
2880.8,130.791,348.201,1908.2,118
2855.5,130.399,346.698,1908.8,118
2879.3,131.099,347.248,1909.2,118
2881.6,132.011,347.686,1910.1,115
2891.4,131.564,346.007,1910.3,115
2963.8,133.95,344.866,1915.4,111
2956.9,133.66,347.597,1915.5,114
2913.6,129.814,348.312,1904.4,119
2869.4,128.992,347.718,1907.4,116
2889.4,129.281,346.986,1893.6,118
2825.9,127.999,348.522,1896.1,118
2791.6,127.122,347.817,1892.8,119
2881.0,129.043,347.208,1904.4,121
2874.0,128.628,346.398,1897.6,120
2868.7,129.113,346.183,1897.1,123
2840.9,128.13,346.557,1898.0,122
2875.6,129.901,347.69,1898.3,120
2906.1,130.125,348.072,1885.2,126
2871.6,129.626,346.57,1881.2,123
2951.5,130.935,347.46,1898.7,122
2877.4,129.579,346.388,1901.3,129
2833.8,127.452,347.87,1894.9,123
2762.1,126.234,347.805,1891.9,122
2755.9,126.983,349.047,1871.4,124
2635.1,123.98,348.179,1867.5,125
2730.1,126.283,347.823,1871.9,121
2778.0,127.24,345.362,1893.3,127
2739.7,125.338,348.312,1894.0,131
2920.7,131.306,347.727,1895.5,123
2818.3,127.579,347.871,1882.9,123
2807.6,126.487,345.324,1877.9,127
2744.1,124.817,347.987,1878.3,131
2757.5,126.693,347.487,1878.8,117
2937.1,129.674,346.763,1906.6,138
2938.6,128.894,346.288,1917.7,136
2998.7,130.241,345.714,1921.9,131
2881.1,127.616,348.324,1915.0,137
2969.0,130.855,345.071,1914.7,122
2919.3,129.35,345.418,1909.8,122
2876.0,128.551,347.677,1908.6,124
2999.5,131.636,347.177,1910.7,121
3044.7,133.37,347.102,1898.0,127
2915.5,129.4,347.334,1902.3,138
2997.1,131.815,347.721,1909.2,122
2987.4,132.252,346.549,1897.3,117
2960.4,131.829,347.624,1903.7,118
2936.4,131.14,348.338,1907.0,117
2948.6,131.412,346.902,1901.0,121
2899.2,129.528,347.698,1902.6,142
2764.8,125.496,348.173,1902.0,141
2811.3,126.513,345.646,1895.2,142
2800.5,126.123,347.69,1896.6,148
2736.1,124.244,347.961,1896.1,146
2767.9,125.037,346.531,1898.2,140
2920.0,129.7,347.988,1900.0,120
2932.5,129.803,346.044,1898.4,122
2913.0,129.407,348.502,1903.8,121
2934.0,130.683,348.878,1891.0,123
2774.3,127.282,345.518,1894.9,122
2704.2,124.535,346.96,1893.9,129
2860.0,128.769,349.145,1906.6,125
2764.4,125.796,347.363,1902.7,133
2764.4,126.08,347.388,1903.6,130
2766.8,125.591,347.407,1901.2,140
2894.2,129.593,347.439,1903.0,132
2748.5,124.334,345.959,1896.4,155
2789.6,126.543,346.083,1890.1,125
2798.9,128.584,346.577,1890.8,119
2925.4,132.28,348.074,1892.2,120
2795.0,128.273,348.088,1891.1,123
2766.7,126.873,347.822,1884.8,123
2711.4,125.031,348.321,1872.5,130
2732.8,124.93,348.605,1877.5,139
2616.7,121.961,347.857,1876.3,138
2636.5,124.41,347.198,1872.6,125
2676.3,124.501,347.094,1893.7,122
2738.4,126.507,346.655,1889.8,122
2804.4,127.103,348.055,1894.3,130
2914.7,130.893,346.627,1890.3,116
2909.6,132.529,347.76,1894.2,114
2807.2,129.812,347.202,1878.1,120
2906.6,131.976,348.5,1896.0,117
2888.5,130.461,346.527,1890.6,118
2909.3,130.718,346.076,1896.0,116
2954.3,133.0,348.318,1909.2,113
2937.9,132.393,348.405,1904.4,116
2737.3,126.634,347.226,1890.4,126
2604.2,126.882,348.829,1871.5,121
2728.1,131.203,348.586,1878.9,120
2605.4,127.757,347.847,1869.8,121
2593.1,127.646,348.666,1872.3,121
2600.3,127.44,348.218,1869.0,121
2806.1,132.08,343.559,1896.7,108
3461.7,143.215,340.803,1917.7,108
2946.9,131.55,348.302,1907.7,113
2982.1,133.397,347.809,1906.1,114
2961.7,132.471,347.721,1909.2,120
2856.3,129.176,347.235,1902.6,130
2901.8,131.527,346.768,1899.8,120
2895.1,130.205,347.117,1900.4,121
2885.2,131.096,347.519,1895.6,121
2867.7,131.723,347.892,1901.1,117
2897.0,132.206,347.45,1909.3,120
2877.7,131.933,347.551,1902.5,121
2896.2,131.98,346.731,1897.2,119
3021.7,135.388,347.346,1907.0,116
2977.3,133.766,347.466,1903.9,115
3041.8,134.51,347.535,1909.6,118
3095.3,137.38,347.548,1908.6,110
2981.6,133.252,347.491,1904.2,114
2841.1,128.685,348.741,1897.6,118
2866.4,129.141,346.279,1898.3,121
2854.5,128.447,347.045,1896.1,123
2832.8,128.109,346.558,1895.4,122
2977.6,132.435,344.296,1901.4,116
2900.3,130.101,348.091,1899.1,120
2747.1,125.776,347.804,1891.5,122
2820.7,127.579,347.682,1890.6,121
3020.4,133.781,344.819,1906.1,114
3015.2,133.577,347.715,1908.9,116
2990.5,132.017,346.632,1901.4,118
2991.4,131.812,347.073,1909.7,119
2999.8,132.177,344.732,1912.1,118
3023.8,132.683,343.455,1913.2,118
3036.2,132.981,343.886,1915.0,117
3029.7,132.763,346.029,1914.4,117
3046.5,133.212,345.132,1913.4,118
3061.7,133.68,345.383,1914.7,114
3065.8,133.677,343.664,1917.5,114
3064.0,133.683,344.022,1917.8,111
3069.3,133.308,344.914,1915.0,114
3002.7,132.382,347.661,1913.4,122
2888.1,129.503,345.077,1900.3,146
2873.8,129.312,347.618,1902.4,142
2836.8,128.929,347.092,1903.2,132
2961.1,132.117,347.153,1903.5,109
2947.4,133.238,347.381,1895.4,103
2926.9,131.797,348.49,1900.3,115
3011.4,132.533,345.131,1913.7,109
3145.5,136.039,347.681,1913.3,115
3119.5,134.902,346.354,1901.5,118
2951.2,129.785,347.831,1892.1,130
2867.1,127.716,347.922,1891.4,123
2950.6,132.374,347.354,1899.9,108
2929.3,130.438,347.787,1901.0,134
3062.8,133.592,344.924,1906.3,114
2955.7,130.828,347.167,1893.2,153
2915.1,129.667,346.38,1894.4,126
2888.5,129.012,348.216,1894.5,122
2874.9,128.877,347.612,1896.9,126
2838.6,127.866,347.235,1888.0,125
2881.2,128.11,348.066,1891.1,128
2808.7,126.316,347.08,1882.6,143
2814.3,126.494,348.271,1883.8,138
2817.1,127.098,348.603,1889.8,142
2919.9,130.015,347.044,1893.2,122
3084.3,133.2,347.663,1893.5,123
3105.4,133.707,347.523,1892.8,127
3016.4,131.99,347.82,1892.5,127
3067.6,133.093,348.016,1897.4,123
2957.5,130.583,346.798,1899.4,126
2903.3,128.027,347.543,1894.8,136
2878.5,128.796,347.046,1904.8,121
2936.6,130.922,346.432,1903.9,107
3056.1,134.329,347.163,1904.2,105
3103.4,136.153,345.8,1897.2,102
3034.9,133.762,347.451,1899.4,110
2969.1,132.409,347.891,1908.5,106
2993.4,133.947,345.693,1909.7,104
2949.1,132.864,348.164,1906.2,108
2709.4,130.996,348.303,1874.2,115
2693.4,130.546,348.078,1873.3,116
2686.9,130.272,348.066,1871.7,117
2758.6,125.912,348.362,1887.6,126
2749.2,125.538,347.858,1893.1,119
2850.7,128.683,348.281,1890.7,119
2790.0,127.666,346.637,1885.3,120
2791.3,127.983,346.777,1891.3,119
2808.1,127.218,347.801,1896.5,127
2853.2,128.328,347.811,1884.0,119
2807.1,127.614,348.701,1872.8,121
2707.7,125.525,348.581,1873.4,120
2773.0,126.652,348.642,1875.8,120
2777.9,126.366,346.827,1872.8,118
2978.2,133.818,345.679,1896.1,112
3064.0,134.719,347.052,1891.4,117
2975.4,132.376,347.887,1894.7,116
2873.3,129.84,347.977,1891.4,126
2855.6,128.663,346.867,1891.0,121
2848.7,127.915,347.388,1894.2,126
2921.1,130.364,347.174,1894.1,121
2958.0,133.732,347.698,1899.8,115
2968.9,134.067,347.458,1891.8,120
2948.8,134.08,347.602,1900.5,115
2924.7,133.09,347.525,1900.2,117
2925.3,132.992,347.708,1900.1,115
2957.1,133.333,347.274,1898.2,117
3008.0,134.544,347.703,1898.2,119
3088.3,136.561,346.933,1907.2,112
3023.5,133.185,348.46,1903.4,116
3025.8,133.481,347.864,1905.9,117
2954.9,131.477,348.112,1902.7,121
2865.4,129.65,346.977,1902.3,119
2885.3,129.427,345.665,1903.5,120
2968.4,132.039,347.964,1901.2,118
2894.3,130.298,348.366,1890.5,118
2859.4,129.41,348.09,1884.0,119
2821.6,128.24,345.949,1888.4,120
2922.2,131.058,348.931,1904.0,116
2864.0,129.214,347.616,1896.8,122
2844.0,128.697,347.726,1895.7,121
2851.4,128.912,345.195,1900.6,121
2842.9,128.727,348.533,1906.3,119
2865.9,128.509,348.01,1900.6,119
2850.5,128.577,347.63,1902.0,117
2880.4,129.473,347.66,1904.3,116
2890.0,129.771,348.693,1903.4,116
2930.7,130.801,346.654,1902.6,113
2894.6,129.296,347.849,1901.6,126
2947.9,129.964,347.839,1890.9,127
2877.9,128.588,348.407,1901.4,126
2866.4,128.445,347.927,1894.6,123
2920.7,130.043,347.628,1897.6,121
2945.9,130.842,346.273,1894.7,118
2892.5,129.962,346.442,1896.8,115
2794.5,127.336,346.614,1892.3,118
2771.3,126.627,347.844,1880.3,136
2714.7,125.224,347.572,1881.9,136
2758.8,126.271,346.929,1883.6,128
2863.6,129.888,346.41,1900.2,122
2696.9,125.723,348.05,1894.8,131
2748.9,126.169,347.796,1887.3,129
2707.0,124.577,347.22,1879.7,130
2735.6,125.576,348.348,1879.6,128
2788.7,126.686,347.371,1892.1,118
2807.7,128.641,347.831,1892.0,112
2806.8,129.324,348.514,1888.9,102
2787.1,129.556,347.166,1878.6,104
2744.8,128.648,348.365,1877.1,104
2763.4,129.552,348.18,1878.5,96
2839.3,130.967,347.99,1881.6,102
2800.4,131.194,348.617,1879.6,97
2803.7,132.667,347.022,1886.9,110
2711.9,132.266,347.124,1886.7,114
2707.8,128.409,348.006,1886.8,125
2720.8,126.063,347.089,1889.1,121
2760.8,129.806,345.347,1883.6,107
2696.3,129.352,347.598,1884.2,99
2619.2,129.399,345.943,1884.5,102
2739.5,130.013,345.207,1878.1,102
2678.0,126.068,346.256,1888.0,111
2663.9,125.71,343.493,1879.5,107
2890.1,132.984,347.635,1895.9,94
2858.1,132.631,347.867,1906.8,97
2847.2,131.648,347.882,1903.5,97
2772.2,128.837,348.431,1895.8,108
2746.0,127.325,347.4,1899.2,110
2743.3,126.317,348.416,1903.7,131
2703.5,124.981,348.424,1892.0,125
2630.1,122.851,347.468,1898.8,125
2644.6,123.705,344.318,1884.5,115
2715.1,125.967,347.435,1895.4,119
2661.2,124.341,347.83,1893.4,116
2613.7,123.299,347.967,1893.9,115
2777.2,126.656,348.21,1908.7,114
2907.2,131.977,346.603,1905.5,116
2991.7,134.676,346.698,1912.8,113
2981.1,135.799,347.774,1908.6,105
2925.0,134.401,348.504,1906.0,108
2851.2,130.221,346.93,1893.2,112
2785.1,128.362,347.17,1888.9,112
2867.8,130.404,346.741,1913.2,124
2840.8,129.302,344.442,1911.2,123
2908.2,130.899,345.287,1911.8,121
3179.2,138.946,348.154,1916.4,124
2883.6,129.343,349.17,1898.1,145
2735.3,125.056,348.36,1904.0,137
2725.4,125.338,346.977,1899.2,135
2899.3,130.679,347.609,1906.7,117
2867.6,130.161,345.638,1895.6,116
2773.5,128.159,348.24,1900.9,124
2769.9,127.655,345.211,1897.9,138
2707.4,125.455,348.494,1900.2,132
2747.3,126.496,347.78,1903.0,135
2759.5,126.073,347.3,1895.8,131
2831.6,128.406,347.484,1896.2,121
2718.1,124.787,347.857,1909.8,129
2703.2,125.737,347.347,1901.6,125
2878.2,129.445,344.189,1909.1,125
2920.2,130.452,345.238,1912.9,122
2859.2,129.088,348.095,1909.6,126
2843.3,129.113,347.778,1904.8,125
2778.0,126.851,345.934,1878.9,137
2658.1,123.654,348.419,1887.2,139
2632.5,122.75,348.092,1891.3,141
2876.3,129.818,345.627,1899.1,116
2899.8,130.5,347.227,1909.0,122
2903.4,130.233,347.177,1900.7,135
2892.3,130.02,347.618,1917.3,136
2932.9,131.555,346.293,1917.1,122
3064.0,135.982,347.031,1922.7,114
2977.3,133.93,346.403,1920.0,117
2957.5,132.62,346.972,1914.6,117
3035.9,136.346,345.932,1921.5,111
3048.6,136.177,347.331,1916.5,118
2768.2,126.198,347.688,1897.8,137
2774.2,125.584,348.165,1900.5,146
2731.5,124.405,348.528,1888.9,143
2701.5,123.923,347.521,1896.2,150
2800.7,130.632,347.02,1912.2,129
2813.5,133.28,346.357,1912.4,130
2786.6,132.169,345.93,1909.9,129
2982.6,135.249,348.007,1909.8,113
2977.9,136.074,344.807,1910.9,120
3041.8,136.161,345.238,1911.8,116
3126.0,137.559,344.103,1926.0,116
3066.9,136.145,347.216,1924.1,116
3056.1,136.211,344.727,1919.2,119
3018.4,136.088,344.427,1912.9,122
2937.9,133.062,348.48,1912.2,121
2868.0,131.269,344.08,1913.2,122
2932.9,133.115,345.939,1914.5,124
2855.8,131.331,345.329,1910.8,124
2884.1,131.325,344.026,1911.3,124
2882.9,130.393,344.125,1911.7,128
2832.6,128.785,345.344,1910.7,128
2891.5,130.437,347.222,1901.0,126
2857.4,130.546,348.38,1905.6,125
2871.7,130.226,346.46,1908.7,128
2955.7,132.055,345.897,1914.9,125
3151.5,139.591,345.787,1915.9,127
2981.7,134.182,343.245,1910.5,134
2801.3,128.71,345.724,1911.7,132
2937.9,130.488,346.515,1911.0,134
2844.5,128.016,346.613,1909.1,132
3027.2,133.93,347.461,1923.0,133
2870.2,127.842,347.312,1920.0,136
2801.3,127.83,348.245,1921.5,134
2952.1,132.744,344.035,1915.4,127
2802.1,126.704,347.507,1909.0,138
2957.8,130.805,344.658,1911.3,126
2954.8,130.856,347.7,1915.7,134
2783.2,126.465,346.643,1919.9,138
2720.3,124.708,347.909,1909.4,141
2705.7,124.061,346.396,1905.5,144
2678.3,123.305,344.21,1914.9,139
2694.2,123.59,344.897,1909.6,141
2640.4,122.173,347.129,1914.9,139
2590.5,121.373,348.584,1919.0,137
2571.9,121.222,345.638,1915.1,138
2569.6,121.063,346.347,1909.5,137
2560.9,120.785,345.12,1908.2,136
2558.6,120.994,347.191,1910.0,137
2640.8,122.364,348.218,1909.7,146
2721.3,124.187,347.714,1915.9,151
2721.2,124.399,344.569,1913.4,146
3037.3,137.185,341.57,1915.0,110
2928.3,134.136,347.234,1936.4,132
3011.0,134.132,344.311,1914.5,119
2949.5,135.42,340.028,1917.0,114
2859.3,129.608,348.515,1911.2,136
2831.6,129.426,346.092,1915.7,137
2795.7,128.62,346.63,1913.4,137
2841.0,128.441,345.651,1920.2,130
2763.9,129.142,344.118,1910.5,140
3251.5,140.047,347.159,1922.5,125
3381.0,142.916,309.387,1939.6,97
2978.3,131.239,340.436,1925.3,129
2842.2,127.605,345.505,1924.0,136
2864.7,128.557,344.582,1924.3,139
2914.9,129.342,342.171,1924.4,131
2887.9,129.062,346.327,1920.0,132
2870.4,128.488,344.866,1917.9,137
2819.6,128.623,342.3,1923.8,142
2759.8,125.825,348.315,1916.0,175
2734.3,123.508,343.767,1911.6,173
2780.3,125.957,346.736,1913.5,171
2793.0,125.805,346.345,1918.1,173
2739.8,123.208,347.234,1915.3,177
2706.3,122.424,345.962,1911.0,177
2793.7,125.72,348.648,1911.8,169
2794.3,126.117,348.272,1906.1,170
2772.2,125.058,348.28,1908.1,165
2864.9,128.437,347.383,1922.0,124
2924.6,130.468,348.085,1924.5,126
2922.0,130.29,346.849,1924.6,127
2970.2,131.035,348.545,1924.3,128
2966.8,131.496,346.961,1919.4,129
2887.8,129.834,344.709,1916.5,130
2935.5,130.839,345.02,1925.5,128
2889.3,130.394,345.415,1917.9,129
2904.6,130.178,348.838,1918.1,129
2932.5,130.862,346.816,1922.1,129
2924.0,131.003,345.054,1924.5,128
2906.7,130.657,346.802,1926.0,127
2856.3,129.947,347.382,1924.2,125
2851.1,129.292,347.524,1923.2,130
2856.7,127.872,347.232,1903.7,138
2866.3,127.987,348.321,1908.3,137
2879.1,128.186,347.674,1909.5,136
2897.8,129.086,347.504,1909.6,135
2890.8,129.174,347.838,1909.5,141
2807.6,126.537,348.203,1911.8,149
2778.8,125.771,346.442,1894.1,147
2761.8,125.949,346.62,1901.2,130
2863.0,128.706,345.595,1919.9,139
