Average Effective Clock,CPU Overall Power Consumption,GPU Power,GPU Effective Clock,FPS
3030.7,133.9,348.303,1921.5,124
2864.9,130.277,348.401,1910.6,121
2942.7,130.94,344.241,1903.3,134
2993.3,132.997,346.915,1906.8,127
2759.7,129.806,347.631,1908.3,141
2725.4,128.694,347.058,1908.9,143
2771.9,128.687,347.204,1902.8,143
2805.3,127.863,348.247,1894.1,144
2832.5,128.169,346.304,1907.2,127
2784.5,126.715,346.244,1915.7,129
2775.0,125.831,346.072,1914.8,133
2851.2,127.718,343.903,1913.6,145
2854.6,127.946,345.501,1914.4,138
2860.4,127.572,345.412,1910.8,152
2898.8,128.254,346.086,1914.4,157
2972.6,130.467,342.968,1918.4,152
2915.8,131.052,343.596,1916.0,127
2877.1,128.486,346.477,1925.2,147
2865.9,128.271,345.591,1923.7,159
2837.3,126.52,348.824,1919.5,152
2792.6,125.996,348.111,1923.3,144
2804.1,126.381,346.977,1914.2,155
2873.2,127.332,346.646,1913.7,139
2868.1,128.392,343.992,1909.9,131
2897.4,128.869,348.319,1909.5,135
2889.6,128.768,341.458,1911.5,139
2943.8,130.233,346.328,1922.7,137
2960.3,130.698,348.558,1918.4,137
2909.8,129.277,347.937,1907.5,138
2923.2,129.65,346.954,1901.6,139
2954.9,129.964,347.235,1908.8,139
2967.9,130.586,348.423,1913.3,138
2827.5,126.827,348.084,1907.4,138
2772.5,125.603,347.442,1909.1,139
2779.8,125.517,348.397,1906.7,139
2745.6,124.939,348.501,1906.4,136
2790.8,127.784,343.889,1912.9,130
2775.9,127.707,347.829,1909.1,132
2789.5,127.611,345.755,1908.9,122
2790.7,126.943,348.472,1912.5,144
2789.4,125.77,347.708,1916.0,159
2843.6,127.686,345.405,1923.8,153
2942.5,130.591,341.784,1923.3,155
2670.3,124.259,348.005,1922.0,157
2663.4,123.687,345.964,1921.9,148
2846.5,127.611,345.747,1917.4,137
2999.8,133.871,345.74,1909.4,118
3030.6,134.5,348.034,1909.7,119
3031.1,132.093,347.844,1892.7,152
3044.4,131.469,347.937,1893.2,153
3053.7,131.712,347.508,1892.8,149
3077.6,132.885,348.129,1886.5,149
3010.1,131.542,342.593,1897.0,150
2772.1,125.682,345.719,1932.1,153
2535.8,121.582,343.023,1922.2,160
2771.0,125.334,346.112,1930.2,153
2910.3,127.403,338.318,1922.2,159
2840.5,126.624,339.819,1922.1,160
2833.8,126.178,343.912,1925.3,159
2738.2,124.162,348.015,1914.3,156
2786.7,125.94,348.751,1916.1,159
2871.9,127.309,344.928,1922.6,163
2869.3,127.622,345.139,1922.5,162
3034.8,132.85,335.125,1928.6,126
3091.2,138.896,341.183,1926.2,111
3031.8,137.601,338.365,1929.9,99
3058.9,135.399,348.002,1918.8,137
3047.7,136.08,338.677,1920.7,104
2868.2,133.274,345.587,1913.9,134
2862.8,133.562,346.081,1918.8,133
2941.9,132.426,345.672,1910.6,133
3025.5,134.944,348.178,1920.5,125
2939.8,132.086,344.853,1910.8,138
2922.8,130.987,344.966,1909.2,142
3137.4,137.973,347.896,1917.9,120
2926.0,132.48,347.615,1912.2,125
3123.1,136.821,347.229,1921.1,123
3060.6,134.409,347.681,1924.4,127
3108.3,135.648,346.136,1923.8,124
3072.8,134.957,344.542,1913.4,124
3111.3,135.623,344.955,1902.8,123
3132.3,137.083,346.264,1913.0,120
3146.5,137.434,345.62,1916.2,132
2890.1,128.736,347.542,1917.3,158
3005.3,132.67,347.509,1912.4,131
3068.6,134.009,346.764,1906.7,131
3006.8,132.355,346.926,1902.2,132
2911.5,129.753,347.157,1896.7,132
2938.0,130.72,347.003,1901.8,140
2835.0,127.613,347.062,1910.1,138
2934.1,129.967,347.033,1918.9,137
2933.7,129.695,347.659,1918.3,137
2867.3,128.184,348.036,1920.2,138
2914.5,130.65,346.443,1919.3,123
3167.1,137.711,346.219,1922.6,117
3201.8,138.656,345.557,1921.6,116
3146.0,137.523,346.911,1922.3,115
3164.3,137.831,346.252,1915.2,113
3130.8,137.071,345.643,1907.4,110
3090.0,136.266,346.371,1913.2,111
3120.9,136.694,346.058,1915.7,116
3116.8,136.144,345.608,1919.2,116
3105.3,136.476,347.408,1918.4,115
3081.4,136.111,347.004,1918.1,111
3068.3,136.098,347.54,1917.7,113
3002.2,135.237,347.882,1909.1,123
2854.8,134.16,345.502,1914.8,128
2853.5,131.612,347.075,1906.9,123
2898.0,130.96,347.964,1906.6,124
2972.0,132.293,348.013,1907.3,126
2963.2,132.498,347.417,1910.5,126
2918.7,131.055,347.709,1904.7,126
2852.0,128.264,344.817,1916.3,138
2819.4,126.706,346.04,1919.5,144
2789.1,125.836,346.748,1918.2,144
2761.8,125.348,344.001,1911.3,145
2765.2,124.742,345.467,1912.1,145
2820.5,127.065,346.808,1921.8,139
2823.4,127.147,347.176,1924.1,144
2917.0,129.608,345.685,1920.7,122
3100.1,136.529,344.718,1913.8,113
2965.6,132.485,346.706,1914.2,126
2829.2,128.381,345.197,1907.7,152
2822.9,127.5,347.026,1907.7,136
2812.9,127.473,347.91,1891.3,134
2736.6,125.077,347.757,1891.1,139
2751.3,125.181,348.079,1894.8,132
2848.3,128.338,347.347,1912.2,131
2961.2,131.914,346.959,1921.8,142
2851.3,130.89,344.617,1913.3,113
2870.3,130.957,346.844,1910.0,118
2943.8,131.981,346.979,1910.7,127
2910.2,129.499,348.481,1904.6,135
2975.8,132.024,346.849,1904.7,112
3114.8,138.278,346.74,1901.9,105
2920.0,131.984,348.28,1897.4,116
2854.3,130.238,347.768,1898.5,118
2911.9,132.101,347.51,1899.3,119
2893.8,130.68,348.303,1909.0,121
2914.4,131.69,346.564,1891.6,111
2896.3,129.153,346.715,1914.6,139
2800.3,126.814,347.363,1906.3,136
2746.5,124.665,348.363,1889.5,137
2885.8,130.358,348.332,1884.4,134
2874.9,129.438,348.069,1874.5,143
2856.8,128.646,348.113,1874.7,143
2589.8,130.772,238.492,1963.7,150
3091.3,138.949,342.474,1950.5,110
3083.1,137.879,340.553,1931.7,106
3129.0,138.465,343.977,1937.3,123
3031.3,133.994,344.758,1925.8,135
2986.3,133.118,344.648,1926.2,117
3060.3,137.974,336.013,1945.4,109
2993.3,134.987,344.74,1940.3,118
2996.8,137.266,337.529,1949.0,99
3053.6,138.299,339.105,1943.3,103
3052.7,137.406,342.556,1939.5,111
2992.5,136.018,340.457,1935.9,108
3115.3,137.758,343.482,1915.1,124
3049.7,135.383,343.955,1911.2,130
3004.1,133.838,348.024,1921.9,140
2978.7,132.512,343.939,1919.1,139
2956.7,131.119,344.711,1912.0,144
2908.9,129.516,344.937,1913.1,148
2902.3,129.006,346.043,1908.9,148
2973.5,131.603,346.883,1908.0,125
3053.0,136.192,342.037,1909.5,116
3003.3,137.186,342.323,1930.3,109
3015.9,136.521,347.459,1901.4,115
3044.1,136.681,345.177,1911.8,113
3062.3,137.76,343.945,1909.5,107
3059.4,137.491,344.406,1915.8,108
3111.0,138.659,348.062,1920.1,108
3012.3,136.817,345.698,1913.9,111
2912.6,130.656,347.623,1907.1,131
3145.8,136.417,344.094,1913.8,126
3156.9,137.933,344.377,1909.5,114
3109.4,137.332,344.357,1910.3,115
3134.9,136.652,347.486,1923.3,124
3067.7,134.285,347.634,1923.4,127
3006.2,133.636,344.908,1911.8,127
3015.8,134.411,346.341,1909.3,131
2913.0,130.297,345.683,1908.7,138
2822.9,128.831,347.636,1907.7,147
2867.8,129.801,346.698,1907.5,141
2936.7,130.546,344.346,1906.7,131
2993.4,132.948,346.318,1910.7,121
3114.2,136.124,342.274,1913.9,123
3021.8,137.54,325.874,1938.7,91
3099.9,135.011,344.019,1913.2,132
3044.7,132.86,347.882,1924.2,126
3190.6,134.19,342.755,1909.3,145
3065.2,132.763,344.403,1912.4,136
3094.7,133.101,344.656,1903.5,139
3062.6,131.273,341.984,1927.5,143
3010.7,134.369,347.139,1919.7,115
3013.4,132.954,341.924,1925.8,121
2988.0,132.086,346.136,1921.9,124
3007.3,131.705,344.681,1910.8,130
2958.2,130.221,343.498,1911.2,127
2958.0,131.845,347.467,1924.6,112
2922.6,130.847,345.354,1923.8,112
2910.7,131.208,344.634,1911.1,114
3001.0,134.405,343.877,1924.6,106
3012.0,134.596,343.707,1915.6,109
3024.2,134.562,343.751,1918.4,119
3017.7,134.828,343.659,1922.9,105
3005.2,135.594,339.55,1925.0,103
3093.9,137.949,345.325,1918.0,109
2924.7,131.322,344.294,1917.5,118
2909.0,131.267,346.895,1895.5,113
2829.7,128.595,346.545,1884.0,125
2930.9,130.623,345.72,1909.0,125
2970.6,132.039,345.287,1920.9,127
2977.0,131.629,345.36,1925.9,129
2883.1,129.267,342.784,1911.8,131
2912.8,129.418,345.651,1911.6,141
2981.8,130.601,345.008,1922.7,144
2929.0,128.414,342.789,1919.2,126
3191.8,136.434,347.412,1924.5,117
3126.6,134.925,342.956,1922.1,127
3027.2,132.057,341.415,1934.3,135
2870.0,127.825,342.715,1913.0,132
3023.2,132.623,344.222,1918.1,122
3087.6,133.828,341.399,1922.1,127
3127.7,134.71,339.995,1925.9,128
3066.1,133.828,344.453,1924.1,124
3003.1,132.054,343.369,1911.0,122
2996.6,131.95,343.401,1911.3,127
3120.2,134.948,339.103,1922.8,123
2880.6,128.614,342.774,1919.5,131
2761.0,125.269,348.052,1902.6,131
2780.0,125.85,345.845,1906.2,128
2768.0,125.235,347.914,1897.5,145
2575.8,120.416,348.164,1882.0,141
2730.8,123.741,345.228,1905.4,151
2934.4,134.708,340.625,1923.8,135
3169.3,137.887,343.074,1924.7,116
3191.8,136.37,344.183,1921.4,133
2974.0,129.045,336.301,1923.8,149
2875.8,128.813,345.76,1921.4,125
2855.5,127.636,344.932,1919.5,132
2916.9,129.192,347.234,1917.3,132
2868.8,127.855,346.981,1916.8,130
2849.9,128.107,345.011,1911.3,126
2715.0,124.383,347.611,1904.6,142
2693.8,123.388,347.091,1907.9,140
2764.6,125.594,342.504,1908.2,127
2829.9,126.37,342.833,1921.5,155
2797.8,125.77,345.367,1919.4,152
2906.4,129.873,343.38,1913.2,128
2903.5,129.857,344.949,1911.4,129
2846.6,126.256,345.316,1918.1,139
3052.0,132.485,345.796,1916.1,126
2910.9,129.802,343.792,1908.5,130
2870.5,129.134,343.642,1908.9,130
2904.9,130.037,343.028,1911.8,129
2952.5,131.881,343.185,1908.1,120
2983.7,132.054,341.467,1921.4,119
2927.4,129.616,339.064,1924.6,130
2933.4,130.552,344.079,1916.4,124
2996.3,132.182,340.867,1927.1,129
2878.9,129.612,344.436,1911.7,122
2908.9,130.523,346.383,1918.3,124
2988.4,131.459,344.258,1907.1,129
3021.1,131.367,347.055,1904.3,136
3053.9,132.144,344.673,1911.7,128
3139.6,135.07,339.704,1925.4,122
2967.5,130.251,340.409,1924.4,126
2894.4,128.547,343.089,1915.4,144
2895.4,127.668,345.989,1917.5,142
3078.9,134.497,345.525,1925.2,127
3039.2,133.609,344.327,1925.2,121
2979.2,132.417,345.602,1921.1,120
3050.5,134.777,342.98,1922.1,108
3209.9,139.97,341.717,1926.8,106
3141.0,137.558,341.775,1925.1,109
2996.0,133.2,346.872,1921.5,114
2967.9,132.773,343.005,1915.7,111
2978.0,133.411,346.6,1922.5,116
2937.1,132.035,344.104,1911.8,115
2956.7,130.557,344.493,1924.1,131
3017.6,132.969,345.823,1921.5,125
2984.1,132.298,341.502,1919.3,125
3006.4,132.697,343.938,1925.0,122
3079.1,137.499,340.208,1931.1,110
3075.4,136.848,346.076,1925.7,117
3014.6,134.883,346.196,1927.1,119
2932.1,131.391,335.618,1915.9,119
2908.3,128.435,344.902,1907.6,131
2872.3,128.373,341.602,1912.5,126
2979.3,132.047,340.973,1918.8,127
3063.0,133.886,346.252,1925.4,120
3053.8,134.778,345.481,1920.3,119
3133.5,136.21,347.818,1924.1,120
2995.3,131.659,344.054,1922.0,136
2866.3,126.083,339.964,1923.0,142
2921.7,128.129,343.795,1924.2,131
3124.3,136.137,346.504,1923.4,123
3226.8,137.274,343.676,1912.7,131
3250.1,137.572,342.922,1910.0,132
2986.9,132.127,347.581,1914.8,127
2927.7,130.86,347.034,1918.4,126
2943.0,130.929,346.535,1916.5,127
2908.7,129.858,343.069,1914.6,124
2778.9,127.558,343.637,1907.1,123
2826.9,128.382,343.836,1907.4,123
2923.4,131.31,346.398,1923.6,121
2935.6,132.072,347.425,1925.5,118
2943.0,132.322,343.337,1915.1,115
2970.0,133.307,343.619,1914.8,122
2936.6,131.595,346.874,1918.2,125
2851.8,129.527,342.07,1908.9,121
2795.3,128.481,346.489,1904.0,122
2758.5,127.18,343.129,1908.1,125
2791.2,128.244,343.77,1908.9,125
2780.8,128.104,345.996,1908.3,124
2846.2,129.482,344.999,1912.1,124
2923.2,130.99,340.619,1908.7,131
2861.0,128.995,346.84,1909.1,134
2798.9,126.721,344.813,1895.2,138
2849.7,127.146,345.582,1916.4,151
2730.3,124.992,347.937,1905.4,159
2750.4,125.702,346.946,1900.7,160
2788.8,127.211,346.767,1906.4,142
3163.0,136.302,347.644,1917.0,125
3237.4,139.915,342.118,1923.9,112
3131.7,138.853,343.867,1920.3,114
3033.7,137.541,344.311,1912.3,115
3035.0,136.929,346.185,1905.9,113
3142.3,139.208,344.657,1909.6,110
3071.7,135.454,341.093,1925.0,116
3100.4,136.961,347.198,1921.5,120
3013.2,134.857,345.85,1921.3,118
2874.0,131.451,346.347,1908.5,124
2847.2,129.002,342.521,1894.7,130
2803.3,127.54,345.91,1908.2,130
2773.2,128.114,345.652,1897.7,127
2818.0,131.183,343.497,1903.4,118
2976.7,133.854,347.912,1905.1,115
3116.5,135.391,346.453,1921.4,121
3144.9,136.166,347.782,1924.9,122
2959.9,133.875,343.832,1919.0,113
2927.8,136.06,310.88,1924.1,152
2801.0,131.558,344.384,1925.9,109
3186.6,142.327,342.089,1929.4,114
2986.6,136.634,339.895,1933.8,114
2993.1,135.705,342.245,1925.0,123
2904.4,134.725,341.566,1924.1,119
2873.9,134.109,339.874,1934.2,110
2896.3,134.228,342.88,1925.4,120
2987.9,134.434,343.905,1918.5,125
2884.4,133.012,341.071,1912.3,114
3036.0,137.484,343.621,1918.9,103
3153.0,140.493,337.147,1926.7,104
3196.0,141.806,339.615,1929.8,103
3238.1,142.125,336.298,1967.7,103
3157.6,139.641,341.137,1960.7,110
3083.0,137.796,343.081,1952.0,114
3118.2,138.779,339.91,1951.8,113
3092.8,138.676,343.801,1952.3,116
2909.4,135.832,345.142,1934.1,124
2802.1,132.6,343.574,1933.7,119
2702.8,131.512,347.834,1923.8,116
2765.3,131.675,344.203,1924.3,111
2247.0,122.458,211.492,1958.8,171
3006.4,140.702,309.791,1977.0,164
2722.3,124.814,344.364,1937.7,167
2756.4,126.097,340.436,1937.0,160
2976.0,132.416,345.003,1944.3,139
2824.3,129.634,336.974,1935.5,131
1638.8,116.46,124.255,1823.3,150
3010.8,148.887,87.217,1469.3,139
3120.1,144.379,84.264,1058.7,179
2905.3,131.355,337.923,1967.6,142
2799.9,127.676,344.827,1948.6,139
2801.9,126.204,348.611,1954.3,151
2738.8,124.52,343.304,1939.4,146
2749.3,124.601,340.971,1939.6,151
2795.4,126.121,342.026,1951.6,169
2772.3,123.996,343.676,1925.5,158
2808.8,124.712,343.942,1939.9,150
2888.5,126.938,345.359,1952.0,142
2987.0,129.263,344.905,1953.3,143
3061.6,133.774,345.28,1953.1,137
2780.1,124.367,346.395,1948.9,147
2864.5,128.293,335.622,1954.5,126
2793.9,125.115,342.068,1953.2,136
2811.5,125.287,346.381,1953.3,150
2835.3,125.615,346.259,1949.0,156
2791.1,122.249,329.717,1993.5,158
2864.7,123.917,333.796,1992.9,159
2798.0,122.633,333.109,1985.1,159
2804.7,122.786,335.76,1977.9,160
2484.8,117.873,270.492,1996.1,183
2893.5,127.004,327.952,1978.8,128
2808.6,126.261,330.486,1978.9,137
2873.0,125.603,337.986,1978.0,161
2798.3,122.58,337.625,1978.7,153
2740.2,121.253,338.457,1977.8,154
2753.0,121.053,340.168,1978.8,151
2766.1,121.566,337.389,1963.9,150
2767.4,121.819,338.987,1963.7,147
2448.5,116.438,338.726,1946.5,151
2290.3,114.254,278.187,1897.1,172
2750.6,120.941,332.286,1995.9,148
2797.9,124.171,317.335,1990.4,132
2782.9,123.878,323.723,1981.9,133
2281.0,114.029,291.042,1954.0,147
2736.8,122.768,334.133,1983.1,126
2677.2,121.607,345.925,1972.2,127
2759.7,123.589,342.011,1971.4,131
2842.6,125.501,341.187,1964.5,123
2808.7,125.836,345.881,1968.8,124
2802.1,124.753,346.276,1967.6,121
2819.9,125.847,343.898,1961.5,127
2777.3,125.387,337.587,1966.5,124
2756.9,124.86,340.481,1969.2,122
2779.2,126.632,343.488,1956.3,120
2586.2,121.176,342.658,1953.6,122
2886.7,130.714,344.84,1954.0,130
2601.8,121.466,345.137,1953.2,133
2758.5,124.761,337.476,1952.4,135
2644.0,121.253,348.156,1961.2,137
2713.5,123.993,342.791,1936.4,125
2800.8,126.677,343.534,1940.2,123
2843.6,127.249,345.985,1939.9,132
2957.6,128.671,345.155,1942.0,138
3205.0,135.461,342.578,1940.2,147
2917.9,127.221,345.947,1938.8,135
2923.8,127.671,347.274,1939.1,149
2848.1,125.45,346.564,1931.9,149
2817.8,124.261,345.99,1926.1,147
2638.6,121.81,341.54,1543.2,145
2886.3,126.725,345.133,1951.9,147
2891.7,126.605,347.552,1951.8,147
2888.5,126.81,347.095,1951.6,145
2882.7,126.837,343.01,1944.2,139
2762.8,124.258,344.565,1945.0,148
2656.1,120.138,348.14,1951.7,152
2615.0,119.455,344.825,1937.4,151
2611.8,119.578,345.511,1937.5,152
2598.8,119.059,346.06,1937.4,152
2621.1,119.778,347.144,1937.4,152
2625.2,119.913,346.678,1937.5,151
2632.3,119.881,347.635,1937.5,151
2623.5,119.938,347.953,1937.5,151
2615.3,119.699,345.765,1935.5,151
2619.1,119.525,345.303,1932.9,151
2613.8,119.476,345.941,1932.3,151
2611.6,120.091,345.967,1932.6,151
2603.7,119.176,344.119,1927.9,151
2601.5,119.307,345.657,1934.8,151
2605.7,119.446,347.372,1927.0,151
2611.9,119.673,346.324,1930.2,151
2625.9,120.256,346.791,1930.5,151
2608.4,119.778,344.088,1933.0,150
2611.1,120.047,347.446,1931.6,150
2614.6,120.28,345.342,1932.3,151
2609.8,119.757,344.872,1927.9,150
2598.3,119.714,342.845,1925.8,149
2596.2,119.624,345.982,1930.2,150
2610.2,119.821,343.249,1929.4,150
2691.2,122.148,345.235,1936.7,149
2764.8,124.032,341.482,1920.2,146
2746.5,124.863,346.161,1928.5,137
2937.3,132.217,344.619,1926.7,136
3236.7,140.127,316.631,1926.5,144
2623.3,123.785,339.989,1943.2,124
2822.0,128.953,319.025,1945.3,145
2075.3,112.361,280.369,1961.2,180
2903.5,128.913,345.294,1943.7,122
3018.9,132.229,341.306,1940.2,115
2949.8,130.178,342.233,1946.2,121
2868.3,127.875,343.596,1940.2,123
2960.0,130.427,344.841,1948.0,122
3631.8,149.657,341.407,1947.2,116
3221.6,138.424,342.732,1939.3,117
3117.2,135.375,340.291,1939.8,121
3125.4,135.166,342.311,1939.7,123
2989.6,130.317,345.486,1938.6,133
3028.7,131.067,343.844,1936.0,135
3115.2,134.27,341.477,1937.0,134
2998.6,132.329,345.6,1917.8,125
2943.9,131.484,343.967,1911.5,125
2941.0,131.664,340.962,1920.1,124
2430.9,119.19,189.517,1358.0,174
3100.4,136.238,342.693,1961.3,123
3210.4,138.781,339.44,1943.8,120
3258.9,139.518,341.385,1940.0,118
3196.4,137.489,340.659,1935.8,134
3015.6,129.467,339.84,1937.7,174
3060.8,131.762,340.483,1931.4,141
3048.5,132.448,339.476,1924.5,150
3229.6,138.65,343.318,1931.1,125
3156.1,137.623,346.098,1935.2,117
3069.4,135.913,342.329,1928.0,123
3174.1,138.043,338.59,1937.2,112
3034.3,131.699,341.717,1937.4,126
2926.3,128.562,344.338,1937.0,130
2874.2,127.534,344.107,1938.0,130
2896.6,127.83,343.438,1938.8,129
2959.4,129.501,342.816,1937.2,128
3017.6,130.899,343.531,1937.0,128
3022.6,131.898,344.595,1937.2,128
2919.1,128.689,347.302,1936.1,129
2885.6,127.637,346.659,1937.1,129
2968.1,129.503,345.283,1937.1,127
2853.4,126.785,345.351,1928.9,128
2811.1,124.918,342.475,1922.0,129
2808.4,125.882,344.627,1921.9,130
2826.8,126.07,345.131,1921.9,129
2837.2,126.166,345.395,1921.6,127
2828.1,125.917,346.927,1921.7,130
2852.9,126.457,340.539,1922.3,128
2967.2,129.365,338.512,1922.5,125
3236.6,137.829,342.122,1924.9,125
3304.9,140.135,341.668,1923.3,125
2956.2,130.041,345.803,1923.4,134
2995.2,131.023,339.686,1921.6,123
3059.4,132.952,343.283,1931.2,124
3044.2,132.208,344.007,1931.4,126
3131.8,134.981,345.936,1937.3,119
3107.0,134.791,341.836,1931.9,125
3058.2,135.274,325.658,1930.0,114
3155.8,135.816,337.71,1925.0,118
3115.0,134.963,340.084,1922.8,122
3135.1,135.265,342.985,1922.3,120
3047.2,133.478,342.07,1919.5,121
3090.4,134.512,340.493,1923.8,124
2933.4,129.401,339.377,1937.5,133
2964.0,129.904,342.682,1937.2,132
2910.9,128.275,339.734,1926.4,135
2933.0,127.64,338.777,1932.8,140
2886.8,127.541,347.638,1936.7,140
2881.1,127.436,345.537,1932.4,135
2917.1,128.812,343.55,1936.9,132
2958.7,130.209,342.297,1937.2,130
3032.0,133.146,342.958,1922.6,124
3024.8,133.07,340.002,1922.0,123
3001.1,132.642,339.375,1921.8,122
3140.5,137.498,344.012,1922.1,116
2952.7,132.215,343.807,1910.9,117
3036.5,133.198,336.191,1922.2,121
3122.3,134.98,339.813,1924.1,125
3121.4,134.879,339.143,1922.7,126
3139.6,136.67,340.272,1921.8,116
3198.7,137.595,340.846,1925.3,126
3165.2,136.177,337.544,1923.0,125
3036.2,132.489,344.647,1921.8,127
3054.1,132.596,343.011,1912.3,133
3026.6,131.504,341.664,1909.4,133
2971.1,130.207,342.13,1907.3,134
3107.0,134.994,342.096,1920.2,124
3071.0,133.398,342.943,1904.5,132
3067.6,134.28,344.192,1905.9,120
3065.0,133.059,343.459,1914.0,132
3135.9,134.484,341.24,1921.5,134
3058.3,133.073,342.488,1916.5,129
3070.6,133.676,343.529,1911.1,132
3123.9,134.85,342.076,1917.2,127
3069.2,134.102,344.327,1905.4,125
3118.3,135.234,342.272,1909.7,125
3162.9,137.48,340.954,1914.8,128
3189.2,137.652,340.8,1922.2,122
3129.1,135.959,343.705,1918.0,123
3110.6,135.504,343.098,1908.5,124
2886.2,129.451,345.514,1902.9,139
2780.5,126.904,347.656,1897.1,131
2999.1,132.03,343.26,1904.4,127
3026.5,132.487,345.162,1901.0,129
3019.4,132.588,343.778,1894.6,128
2928.3,130.311,345.918,1907.0,124
2803.7,127.268,343.422,1888.3,122
2989.1,131.323,341.724,1907.2,129
2961.1,130.661,341.983,1911.7,128
3021.5,132.354,342.228,1909.3,124
3021.4,133.683,344.666,1906.8,121
3140.0,136.276,343.701,1917.6,131
2894.5,128.782,347.926,1919.5,141
2963.6,130.184,343.242,1921.9,138
3034.4,132.178,344.59,1911.1,130
2898.2,129.523,345.891,1916.2,133
2830.7,127.045,345.596,1899.9,139
2859.1,128.389,346.273,1902.4,131
2917.8,129.792,344.599,1898.8,129
3019.2,133.618,342.678,1895.8,125
2988.2,132.593,343.332,1892.4,129
2915.6,129.848,342.416,1898.0,134
2978.3,131.52,344.293,1906.9,126
3120.5,135.554,344.227,1922.3,125
3126.6,134.897,343.612,1920.0,127
2984.3,130.916,342.463,1907.1,135
2898.3,128.799,344.396,1901.7,136
2882.5,128.26,346.283,1902.6,140
2924.0,128.724,340.345,1906.7,148
2968.2,130.369,344.058,1905.9,140
2910.8,128.693,347.917,1903.9,145
2906.7,128.431,345.711,1906.7,143
2967.2,130.055,344.094,1906.3,141
3123.2,135.279,342.26,1908.2,142
3008.6,130.827,340.64,1920.7,147
3022.3,131.779,341.916,1913.9,142
3058.2,132.39,343.071,1911.9,127
3116.0,134.887,342.567,1911.5,124
3077.5,134.201,341.622,1912.1,120
3129.4,134.229,332.626,1933.8,151
3286.3,139.529,329.472,1935.0,153
3120.3,131.479,328.178,1936.8,177
3061.4,130.477,341.069,1930.0,141
3027.0,130.052,339.441,1924.2,158
3128.0,132.987,339.585,1936.3,140
2896.5,129.877,342.943,1896.8,123
2987.7,132.401,343.286,1908.2,124
3108.9,135.733,340.514,1922.1,124
3097.2,134.636,342.989,1924.7,130
3091.1,134.398,341.011,1922.7,128
2983.2,132.571,344.809,1907.6,116
2949.3,130.081,344.278,1908.0,124
3014.1,131.657,337.007,1927.9,163
3236.6,136.567,333.906,1930.6,127
3211.7,139.023,340.699,1932.1,124
3045.0,133.199,342.399,1924.3,126
3027.8,132.488,342.109,1922.1,125
3035.3,133.882,338.463,1926.5,134
3123.7,135.939,336.38,1935.4,137
3065.2,132.171,339.858,1935.4,140
3141.8,134.223,333.716,1936.7,160
3159.8,133.488,327.638,1937.2,174
2987.2,131.887,344.237,1917.9,119
3022.9,134.443,343.404,1900.7,111
3041.0,136.512,344.642,1908.1,114
3030.1,134.871,343.042,1909.5,114
3127.8,138.5,342.485,1909.6,115
3017.1,131.54,329.53,1927.8,154
2995.6,133.907,339.13,1909.0,122
3097.1,135.319,343.019,1922.7,118
3090.9,135.971,341.158,1920.6,117
3097.4,134.378,338.467,1921.8,144
3059.2,132.057,343.064,1931.7,142
3022.6,133.399,340.826,1920.5,130
3363.5,142.627,341.544,1918.2,126
3021.1,133.697,341.554,1913.5,126
2975.2,132.028,339.949,1936.9,130
3052.4,132.334,340.393,1922.9,139
2984.1,129.746,345.59,1921.8,144
3090.5,131.107,327.255,1934.0,173
3056.5,129.42,326.556,1936.9,181
3252.1,135.728,341.97,1927.3,126
3183.6,136.54,337.833,1921.2,124
3079.9,133.611,341.223,1926.2,127
3008.6,131.652,337.906,1918.4,132
3101.0,132.584,337.911,1922.5,143
3364.6,140.244,316.503,1939.2,120
3293.1,139.399,331.459,1927.7,132
3187.6,134.971,339.727,1936.7,130
3144.9,134.711,341.171,1935.9,132
3100.8,132.845,334.282,1937.3,131
3176.5,136.197,333.265,1937.4,134
3158.3,135.098,335.623,1928.9,142
3127.9,134.051,336.939,1927.2,139
2973.8,128.905,339.083,1932.5,149
2930.9,128.151,342.371,1933.0,149
2963.9,128.665,344.222,1932.1,148
3076.7,130.937,340.695,1933.2,140
3105.3,132.606,340.191,1936.8,134
3198.7,135.674,337.415,1951.0,127
3227.9,137.009,342.463,1936.0,136
3152.1,134.547,340.099,1925.5,138
3129.8,133.662,342.434,1927.1,144
3034.9,130.62,343.399,1928.8,144
3017.3,130.481,341.154,1919.9,143
3192.1,135.801,343.965,1925.0,141
3224.1,136.925,344.014,1935.9,132
3043.2,131.324,345.62,1937.1,137
3129.0,133.947,343.486,1933.7,134
3135.6,134.483,341.69,1924.8,129
3078.3,133.899,343.068,1925.1,127
2971.6,130.84,347.143,1905.2,134
2888.9,128.73,344.91,1896.5,138
3049.2,132.595,343.028,1911.0,129
3089.1,133.679,338.215,1927.3,140
3114.7,133.567,338.815,1924.8,136
3007.9,130.695,340.165,1931.5,139
2959.4,129.278,344.941,1926.6,145
3027.3,132.205,343.498,1904.9,135
2613.3,124.967,333.022,1936.2,138
2933.1,128.151,344.36,1912.5,154
2951.5,129.653,341.995,1915.7,141
2917.7,128.436,342.119,1909.7,143
2904.7,128.482,340.677,1908.1,137
2886.4,128.161,341.734,1910.1,137
2937.2,128.626,342.38,1908.7,146
2985.1,131.053,342.607,1898.6,130
2997.2,132.97,337.85,1899.0,131
2950.0,130.921,345.271,1900.8,145
2897.5,128.795,345.94,1902.2,146
